Time,Temperature(C),RH,UV Index,Pressure(mbar),Precipitation,Image URL,,,,,
"April 6, 2016 at 11:12PM",4.61,48,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:17PM",4.56,49,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:22PM",4.49,49,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:27PM",4.48,49,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:32PM",4.44,51,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:37PM",4.42,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:42PM",4.28,53,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 6, 2016 at 11:52PM",4.27,53,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:02AM",4.22,53,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:07AM",4.14,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:13AM",4.09,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:18AM",4.06,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:23AM",4,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:28AM",4,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:33AM",3.99,53,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:38AM",3.91,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:43AM",3.87,52,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:48AM",3.76,54,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:53AM",3.68,54,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 12:58AM",3.63,54,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:03AM",3.48,57,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:08AM",3.22,58,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:18AM",2.89,61,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:23AM",2.89,61,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:28AM",2.71,62,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:33AM",2.58,63,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:38AM",2.53,64,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:43AM",2.47,65,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:48AM",2.36,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:53AM",2.3,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 01:58AM",2.31,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:03AM",2.31,65,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:08AM",2.23,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:13AM",2.17,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:18AM",2.13,67,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:23AM",2.09,67,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:28AM",2.13,67,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:34AM",2.13,67,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:39AM",2.18,67,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:44AM",2.19,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:49AM",2.17,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:54AM",2.11,66,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 02:59AM",1.94,67,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:04AM",1.78,68,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:09AM",1.71,70,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:14AM",1.54,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:19AM",1.43,72,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:24AM",1.44,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:29AM",1.45,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:34AM",1.46,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:39AM",1.52,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:44AM",1.47,72,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:49AM",1.37,73,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:54AM",1.33,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 03:59AM",1.32,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:04AM",1.19,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:09AM",1.11,70,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:24AM",0.82,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:29AM",0.66,73,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:34AM",0.54,74,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:39AM",0.4,75,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:44AM",0.27,75,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:49AM",0.21,75,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 04:55AM",0.08,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:00AM",0.01,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:05AM",-0.11,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:10AM",-0.09,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:15AM",-0.14,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:20AM",-0.19,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:25AM",-0.17,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:30AM",-0.21,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 05:40AM",-0.18,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZismJ0=.jpg,,,,,
"April 7, 2016 at 05:43AM",-0.23,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZitn5c=.jpg,,,,,
"April 7, 2016 at 05:51AM",-0.35,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZmonZo=.jpg,,,,,
"April 7, 2016 at 05:53AM",-0.41,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZmqmpU=.jpg,,,,,
"April 7, 2016 at 05:56AM",-0.32,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZmroJ4=.jpg,,,,,
"April 7, 2016 at 06:00AM",-0.3,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZmtnZ4=.jpg,,,,,
"April 7, 2016 at 06:03AM",-0.24,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZqlmp0=.jpg,,,,,
"April 7, 2016 at 06:06AM",-0.26,77,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnZqmoZw=.jpg,,,,,
"April 7, 2016 at 07:06AM",0.01,76,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpOqnps=.jpg,,,,,
"April 7, 2016 at 07:06AM",0.1,75,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpOtnZY=.jpg,,,,,
"April 7, 2016 at 07:11AM",0.26,74,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpSmoJU=.jpg,,,,,
"April 7, 2016 at 07:16AM",0.42,74,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpSpnZs=.jpg,,,,,
"April 7, 2016 at 07:21AM",0.5,73,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpSsm50=.jpg,,,,,
"April 7, 2016 at 07:26AM",0.55,73,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpWlmZ4=.jpg,,,,,
"April 7, 2016 at 07:31AM",0.68,71,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpWomJc=.jpg,,,,,
"April 7, 2016 at 07:46AM",1.78,68,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpaknJw=.jpg,,,,,
"April 7, 2016 at 07:46AM",2.42,65,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpannpw=.jpg,,,,,
"April 7, 2016 at 07:51AM",2.93,62,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpaqnZw=.jpg,,,,,
"April 7, 2016 at 07:56AM",3.19,61,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpatmps=.jpg,,,,,
"April 7, 2016 at 08:01AM",3.48,60,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpemmJw=.jpg,,,,,
"April 7, 2016 at 08:31AM",3.93,58,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpilm5c=.jpg,,,,,
"April 7, 2016 at 08:26AM",4.19,57,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpionZo=.jpg,,,,,
"April 7, 2016 at 08:26AM",4.38,56,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpirnZk=.jpg,,,,,
"April 7, 2016 at 08:31AM",4.41,57,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpmkm5w=.jpg,,,,,
"April 7, 2016 at 08:45AM",4.6,58,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpmnmJs=.jpg,,,,,
"April 7, 2016 at 08:40AM",4.65,56,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpmqm5Y=.jpg,,,,,
"April 7, 2016 at 08:45AM",4.79,56,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpmtmZk=.jpg,,,,,
"April 7, 2016 at 08:50AM",4.9,55,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq56wnpqloJ4=.jpg,,,,,
"April 7, 2016 at 09:09AM",5.56,53,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZGkoJw=.jpg,,,,,
"April 7, 2016 at 09:33AM",5.99,50,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZKsmZk=.jpg,,,,,
"April 7, 2016 at 09:53AM",7.07,43,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZOqoJw=.jpg,,,,,
"April 7, 2016 at 09:53AM",7.21,42,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZOtn5Y=.jpg,,,,,
"April 7, 2016 at 09:58AM",6.64,45,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZOomJc=.jpg,,,,,
"April 7, 2016 at 09:58AM",7.39,42,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZSmnJs=.jpg,,,,,
"April 7, 2016 at 10:03AM",8.18,39,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZSpmp0=.jpg,,,,,
"April 7, 2016 at 10:08AM",8.27,36,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZSsmJ4=.jpg,,,,,
"April 7, 2016 at 10:13AM",8.18,35,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZWkoZY=.jpg,,,,,
"April 7, 2016 at 10:18AM",8.65,32,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZWonZU=.jpg,,,,,
"April 7, 2016 at 10:23AM",8.01,32,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZWrm5c=.jpg,,,,,
"April 7, 2016 at 10:33AM",8.39,31,3,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZamoZ0=.jpg,,,,,
"April 7, 2016 at 11:03AM",8.67,26,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZesnZY=.jpg,,,,,
"April 7, 2016 at 11:02AM",8.56,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZilnZY=.jpg,,,,,
"April 7, 2016 at 11:07AM",9.17,27,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZiomZU=.jpg,,,,,
"April 7, 2016 at 11:22AM",10.14,23,4,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnlZmkmpg=.jpg,,,,,
"April 7, 2016 at 03:25PM",11.3,13,4,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5OqnZY=.jpg,,,,,
"April 7, 2016 at 03:25PM",11.59,13,5,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5Otm5o=.jpg,,,,,
"April 7, 2016 at 03:30PM",12.38,12,4,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5SmmZU=.jpg,,,,,
"April 7, 2016 at 03:35PM",12.33,10,4,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5SooZc=.jpg,,,,,
"April 7, 2016 at 04:15PM",11.49,11,3,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5arnZc=.jpg,,,,,
"April 7, 2016 at 04:36PM",11.32,7,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5ikn5s=.jpg,,,,,
"April 7, 2016 at 04:41PM",11.09,8,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5iom5s=.jpg,,,,,
"April 7, 2016 at 04:46PM",10.7,8,2,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5irmZ0=.jpg,,,,,
"April 7, 2016 at 04:51PM",10.65,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5mkoZc=.jpg,,,,,
"April 7, 2016 at 04:56PM",11.11,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5mnn50=.jpg,,,,,
"April 7, 2016 at 05:01PM",11.68,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5mqnZg=.jpg,,,,,
"April 7, 2016 at 05:06PM",11.19,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5mtm5o=.jpg,,,,,
"April 7, 2016 at 05:11PM",11,7,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5qmmZw=.jpg,,,,,
"April 7, 2016 at 05:21PM",10.92,7,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnl5qsnJk=.jpg,,,,,
"April 7, 2016 at 05:26PM",10.29,7,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJGln5o=.jpg,,,,,
"April 7, 2016 at 05:41PM",9.52,7,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJKkoZk=.jpg,,,,,
"April 7, 2016 at 05:51PM",9.49,7,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJKnnpc=.jpg,,,,,
"April 7, 2016 at 05:51PM",9.05,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJKqn5w=.jpg,,,,,
"April 7, 2016 at 06:01PM",8.69,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJOmnpk=.jpg,,,,,
"April 7, 2016 at 06:06PM",8.7,8,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJOpnpc=.jpg,,,,,
"April 7, 2016 at 06:10PM",8.44,9,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJOsm5k=.jpg,,,,,
"April 7, 2016 at 06:13PM",8.33,10,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJOtoZo=.jpg,,,,,
"April 7, 2016 at 06:26PM",8.29,11,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJSmoZ4=.jpg,,,,,
"April 7, 2016 at 06:26PM",8.06,12,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJSrnpg=.jpg,,,,,
"April 7, 2016 at 06:29PM",7.93,13,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJStmpo=.jpg,,,,,
"April 7, 2016 at 06:32PM",7.79,14,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJWkoZk=.jpg,,,,,
"April 7, 2016 at 06:35PM",7.79,14,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJWmnpo=.jpg,,,,,
"April 7, 2016 at 06:38PM",7.68,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJWom5s=.jpg,,,,,
"April 7, 2016 at 06:50PM",7.41,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJWtnJg=.jpg,,,,,
"April 7, 2016 at 06:50PM",7.37,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJammp0=.jpg,,,,,
"April 7, 2016 at 06:53PM",7.26,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJanoZc=.jpg,,,,,
"April 7, 2016 at 06:58PM",7.3,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJaqoZo=.jpg,,,,,
"April 7, 2016 at 07:01PM",7.19,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJasnZw=.jpg,,,,,
"April 7, 2016 at 07:14PM",7.04,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJennJc=.jpg,,,,,
"April 7, 2016 at 07:13PM",7.05,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1krJWnmJeqmpw=.jpg,,,,,
"April 7, 2016 at 07:16PM",7.03,15,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:23PM",6.82,17,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:28PM",6.68,16,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:33PM",6.66,16,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:38PM",6.5,18,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:43PM",6.37,18,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:48PM",6.27,18,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:53PM",6.29,17,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 07:58PM",6.2,19,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:03PM",6.21,18,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:08PM",6.14,18,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:14PM",6.06,20,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:19PM",5.9,21,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:24PM",5.82,22,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:29PM",5.74,22,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:34PM",5.72,23,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:39PM",5.6,24,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:44PM",5.62,24,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:49PM",5.52,25,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:54PM",5.54,24,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 08:59PM",5.56,25,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:04PM",5.49,25,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:09PM",5.44,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:14PM",5.34,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:19PM",5.32,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:24PM",5.27,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:29PM",5.27,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:34PM",5.19,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:39PM",5.18,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:44PM",5.15,26,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:49PM",5.15,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:54PM",5.13,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 09:59PM",5.02,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 10:04PM",5.01,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 10:09PM",4.97,27,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"April 7, 2016 at 10:14PM",4.88,28,1,,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
