Time,Temperature(C),RH,UV Index,Pressure(mbar),Precipitation,Image URL,,,,,
"February 24, 2016 at 01:48PM",4.38,9,1907,668,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZKsnpc=.jpg,,,,,
"February 24, 2016 at 01:53PM",3.89,9,1908,668,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZOlnJU=.jpg,,,,,
"February 24, 2016 at 02:03PM",4.14,7,1973,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZOroJg=.jpg,,,,,
"February 24, 2016 at 02:03PM",3.9,8,1951,668,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZOomp0=.jpg,,,,,
"February 24, 2016 at 02:08PM",4.82,9,1975,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZSkn5s=.jpg,,,,,
"February 24, 2016 at 02:13PM",4.66,9,2021,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZSnnJc=.jpg,,,,,
"February 24, 2016 at 02:18PM",4.68,9,2048,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZSqmpY=.jpg,,,,,
"February 24, 2016 at 02:28PM",5.05,8,2112,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZWmmJc=.jpg,,,,,
"February 24, 2016 at 02:33PM",5.47,7,2147,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZWpoJg=.jpg,,,,,
"February 24, 2016 at 02:38PM",5.09,7,2176,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZWsnZc=.jpg,,,,,
"February 24, 2016 at 02:52PM",5.1,7,2234,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZarnZ4=.jpg,,,,,
"February 24, 2016 at 02:52PM",4.95,7,2224,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZaon5w=.jpg,,,,,
"February 24, 2016 at 03:16PM",5.92,6,2222,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZimmJg=.jpg,,,,,
"February 24, 2016 at 03:16PM",6.05,7,2236,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZetmZo=.jpg,,,,,
"February 24, 2016 at 03:21PM",6.17,6,2205,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZion5o=.jpg,,,,,
"February 24, 2016 at 03:21PM",5.55,6,2245,667,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZeqnJs=.jpg,,,,,
"February 24, 2016 at 03:26PM",5.28,6,2177,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZirnZs=.jpg,,,,,
"February 24, 2016 at 03:31PM",5.23,6,2140,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZmkm54=.jpg,,,,,
"February 24, 2016 at 03:41PM",6.06,6,2062,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZmqoJg=.jpg,,,,,
"February 24, 2016 at 03:41PM",5.57,6,2103,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZmnoZo=.jpg,,,,,
"February 24, 2016 at 03:46PM",5.83,6,2027,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZmtnpY=.jpg,,,,,
"February 24, 2016 at 03:51PM",6.34,7,1954,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZqmnJY=.jpg,,,,,
"February 24, 2016 at 04:01PM",5.42,5,1897,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZqsn5U=.jpg,,,,,
"February 24, 2016 at 04:01PM",5.89,6,1893,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlZqpmpc=.jpg,,,,,
"February 24, 2016 at 04:10PM",5.23,6,1828,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpGonJo=.jpg,,,,,
"February 24, 2016 at 04:11PM",5.53,5,1826,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpGlnJs=.jpg,,,,,
"February 24, 2016 at 04:21PM",4.97,6,1708,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpKknJc=.jpg,,,,,
"February 24, 2016 at 04:21PM",5.13,6,1767,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpGrmpY=.jpg,,,,,
"February 24, 2016 at 04:25PM",4.94,6,1674,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpKnmJg=.jpg,,,,,
"February 24, 2016 at 04:40PM",4.76,7,1631,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpOmmJo=.jpg,,,,,
"February 24, 2016 at 04:40PM",4.67,6,1661,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpKtmZk=.jpg,,,,,
"February 24, 2016 at 04:45PM",4.56,7,1581,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpOon5U=.jpg,,,,,
"February 24, 2016 at 04:45PM",5.19,6,1652,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpKpoJk=.jpg,,,,,
"February 24, 2016 at 04:50PM",4.68,7,1590,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpOroJs=.jpg,,,,,
"February 24, 2016 at 04:59PM",4.48,8,1542,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpSnn5Y=.jpg,,,,,
"February 24, 2016 at 05:00PM",4.54,8,1573,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpSkm5Y=.jpg,,,,,
"February 24, 2016 at 05:09PM",4.75,8,1506,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpStnJo=.jpg,,,,,
"February 24, 2016 at 05:14PM",4.79,8,1472,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpWmm5U=.jpg,,,,,
"February 24, 2016 at 05:14PM",4.6,8,1493,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpSqnJk=.jpg,,,,,
"February 24, 2016 at 05:19PM",4.75,8,1430,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpWpmJo=.jpg,,,,,
"February 24, 2016 at 05:29PM",4.96,8,1401,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpalmp0=.jpg,,,,,
"February 24, 2016 at 05:29PM",4.89,7,1413,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpWsmJY=.jpg,,,,,
"February 24, 2016 at 05:33PM",4.57,8,1364,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpanoZk=.jpg,,,,,
"February 24, 2016 at 05:38PM",4.27,8,1279,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpaqn5s=.jpg,,,,,
"February 24, 2016 at 05:46PM",3.94,9,1272,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpeloJs=.jpg,,,,,
"February 24, 2016 at 05:47PM",3.96,8,1278,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpasnJs=.jpg,,,,,
"February 24, 2016 at 05:49PM",3.84,9,1269,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpennJk=.jpg,,,,,
"February 24, 2016 at 06:02PM",3.27,10,1263,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpesmZ4=.jpg,,,,,
"February 24, 2016 at 06:04PM",2.96,10,1257,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpimnpo=.jpg,,,,,
"February 24, 2016 at 06:04PM",3.6,9,1268,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpepmZo=.jpg,,,,,
"February 24, 2016 at 06:07PM",2.9,10,1256,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpiom5o=.jpg,,,,,
"February 24, 2016 at 06:10PM",2.69,10,1255,665,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpiqmJo=.jpg,,,,,
"February 24, 2016 at 06:37PM",1.79,11,1247,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpqmm54=.jpg,,,,,
"February 24, 2016 at 06:37PM",1.91,10,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpmtnZo=.jpg,,,,,
"February 24, 2016 at 06:40PM",1.72,11,1248,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpqomJg=.jpg,,,,,
"February 24, 2016 at 06:40PM",2.17,13,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqlpmqnp4=.jpg,,,,,
"February 24, 2016 at 06:46PM",1.48,12,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 06:53PM",1.15,12,1247,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 06:58PM",0.93,13,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:03PM",0.81,13,1247,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:08PM",0.59,13,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:13PM",0.26,16,1247,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:18PM",0.1,14,1250,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:23PM",-0.07,16,1250,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:28PM",-0.29,14,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:33PM",-0.38,14,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:38PM",-0.41,14,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:43PM",-0.49,14,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:48PM",-0.43,14,1247,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:53PM",-0.45,14,1246,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 07:58PM",-0.46,14,1247,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:03PM",-0.51,14,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:08PM",-0.67,15,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:13PM",-0.85,15,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:18PM",-0.95,14,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:23PM",-0.98,14,1248,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:28PM",-1.18,15,1248,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:34PM",-1.34,15,1251,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:38PM",-1.52,15,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:44PM",-1.66,15,1250,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:49PM",-1.63,15,1249,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:54PM",-1.59,15,1250,666,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 08:59PM",-1.72,16,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:04PM",-1.82,17,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:14PM",-1.98,16,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:19PM",-2.05,16,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:29PM",-1.99,16,1248,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:34PM",-2.15,16,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:39PM",-2.08,16,1251,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:44PM",-2.01,16,1251,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:49PM",-2.02,16,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:54PM",-2.09,16,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 09:59PM",-2.23,16,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:04PM",-2.44,16,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:09PM",-2.42,17,1248,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:14PM",-2.35,16,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:19PM",-2.26,16,1251,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:24PM",-2.26,16,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:29PM",-2.25,16,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:34PM",-2.28,16,1248,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:39PM",-2.39,17,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:44PM",-2.49,17,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:49PM",-2.67,17,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:54PM",-2.72,17,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 10:59PM",-2.81,18,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:05PM",-2.8,18,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:10PM",-2.88,18,1252,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:15PM",-2.92,18,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:20PM",-2.89,17,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:25PM",-2.82,17,1250,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:30PM",-2.86,17,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:35PM",-2.92,18,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:40PM",-3.1,18,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:45PM",-3.4,18,1251,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 24, 2016 at 11:50PM",-3.72,19,1248,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 12:00AM",-3.72,19,1249,667,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:01AM",-5.2,24,1250,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:07AM",-5.36,26,1251,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:12AM",-5.49,26,1248,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:17AM",-5.54,26,1251,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:22AM",-5.65,27,1251,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:27AM",-5.78,27,1250,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:32AM",-5.99,27,1249,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:37AM",-5.8,27,1252,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:42AM",-5.67,26,1252,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:47AM",-5.88,27,1252,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:52AM",-5.97,28,1251,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 04:57AM",-6.15,28,1252,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:02AM",-6.35,29,1249,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:07AM",-6.54,29,1250,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:12AM",-6.74,31,1250,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:17AM",-6.62,31,1248,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:22AM",-6.69,31,1252,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:27AM",-6.89,31,1250,668,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:32AM",-6.89,31,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:37AM",-7.03,32,1250,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:42AM",-7.1,32,1249,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:47AM",-7.09,32,1252,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:52AM",-7.13,32,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 05:57AM",-7.15,32,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 06:02AM",-7.28,32,1250,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 06:07AM",-7.14,31,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 06:12AM",-6.79,29,1249,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 06:17AM",-6.54,27,1252,669,FALSE,http://storage.googleapis.com/bloomsky-img/null=.jpg,,,,,
"February 25, 2016 at 06:23AM",-6.5,27,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5Kpnpg=.jpg,,,,,
"February 25, 2016 at 06:31AM",-6.38,27,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5OknpU=.jpg,,,,,
"February 25, 2016 at 06:34AM",-6.38,26,1252,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5Ommpc=.jpg,,,,,
"February 25, 2016 at 06:37AM",-6.44,26,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5OnoZg=.jpg,,,,,
"February 25, 2016 at 06:40AM",-6.6,28,1251,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5Opnpc=.jpg,,,,,
"February 25, 2016 at 06:43AM",-6.67,29,1253,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5Orm5g=.jpg,,,,,
"February 25, 2016 at 06:50AM",-6.93,31,1253,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5SmnJU=.jpg,,,,,
"February 25, 2016 at 06:50AM",-6.74,29,1252,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5OtmJU=.jpg,,,,,
"February 25, 2016 at 06:53AM",-7.04,33,1255,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5SomJk=.jpg,,,,,
"February 25, 2016 at 06:56AM",-7.05,32,1256,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5Spn5g=.jpg,,,,,
"February 25, 2016 at 06:59AM",-7.08,32,1258,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5SrnJc=.jpg,,,,,
"February 25, 2016 at 07:02AM",-7,32,1258,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5StmZk=.jpg,,,,,
"February 25, 2016 at 07:05AM",-7.02,32,1260,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5WkoJk=.jpg,,,,,
"February 25, 2016 at 07:08AM",-7.12,32,1263,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5WmnZc=.jpg,,,,,
"February 25, 2016 at 07:11AM",-7.25,32,1263,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5WooZU=.jpg,,,,,
"February 25, 2016 at 07:14AM",-7.21,32,1267,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5WqnpU=.jpg,,,,,
"February 25, 2016 at 07:17AM",-7.14,32,1267,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5Wsmp0=.jpg,,,,,
"February 25, 2016 at 07:20AM",-7.07,32,1271,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5WtoZ4=.jpg,,,,,
"February 25, 2016 at 07:23AM",-7.11,31,1272,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5alnp4=.jpg,,,,,
"February 25, 2016 at 07:26AM",-7.23,31,1274,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5anm5w=.jpg,,,,,
"February 25, 2016 at 07:29AM",-7.31,31,1278,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5apn5o=.jpg,,,,,
"February 25, 2016 at 07:32AM",-7.37,31,1279,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5arnJs=.jpg,,,,,
"February 25, 2016 at 07:36AM",-7.46,31,1281,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5atmZo=.jpg,,,,,
"February 25, 2016 at 07:45AM",-7.61,32,1289,670,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5epm5s=.jpg,,,,,
"February 25, 2016 at 07:45AM",-7.56,31,1282,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5eloZo=.jpg,,,,,
"February 25, 2016 at 07:55AM",-6.25,31,1288,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5ilmZg=.jpg,,,,,
"February 25, 2016 at 07:55AM",-7.1,31,1308,670,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5esmZY=.jpg,,,,,
"February 25, 2016 at 08:00AM",-5.52,29,1279,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5inoJ4=.jpg,,,,,
"February 25, 2016 at 08:05AM",-5.29,27,1283,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5iqn5U=.jpg,,,,,
"February 25, 2016 at 08:10AM",-4.77,27,1312,669,FALSE,http://storage.googleapis.com/bloomsky-img/eaB1rJytnpS4rKupqJ1kq5uqm5itnZc=.jpg,,,,,
